,review_count,business_id,categories,Unnamed: 0,super_rating,name,latitude,longitude,address,postal_code,positive_aspect,negative_aspect
146803,82,JwWM19w-kSc4Tx4a46sNHw,"Soul Food, Restaurants, Barbeque",838,3.4793891566265063,Neely's Barbeque,36.1937504,-86.806864,2292 Rosa Parks Blvd,37228.0,"['atmosphere', 'turkey', 'bbq spaghetti', 'fries', 'bbq']","['meats', 'bbq sauce', 'menu', 'cashiers', 'food']"
146886,91,C6QHnVF4STwlRbxiq3lgjQ,"Restaurants, Fast Food, Event Planning & Services, Mexican, Caterers",530,2.9193065217391303,QDOBA Mexican Eats,36.1503008465,-86.8006400671,"2019 W End Ave, Bldg A",37203.0,"['staff', 'food', 'queso', 'corn', 'smothered burrito']","['guy', 'customer service', 'gladiator', 'cashier', 'qudoba']"
146978,264,wLV_IZfy6nrNbplZ5sHJKQ,"Restaurants, Salad, Bars, Nightlife, Gluten-Free, Sandwiches, Pizza, Vegetarian",2368,4.018724354243543,Mellow Mushroom - Nashville-Vanderbilt,36.1475075,-86.7990809629,212 21st Ave S,37203.0,"['pizza', 'food', 'service', 'atmosphere', 'staff']","['wait', 'price', 'delivery', 'customer service', 'parking']"
147249,35,Yu7gMbmsmfTIh1wGX7Eetw,"Food, American (New), Restaurants, American (Traditional)",1410,4.804797222222223,Noelle,36.102706,-86.869006,106 Harding Pl,37205.0,"['chef', 'atmosphere', 'entrees', 'drinks', 'bartenders']","['cheese', 'wine', 'prices', 'seat', 'owner']"
147285,128,4u_FN69s_HeGCXYupnIscw,"Restaurants, Mexican",242,3.037350387596899,Solario Cantina,36.2123636046,-86.6952511351,2800 Opryland Dr,37214.0,"['chips', 'salsa', 'atmosphere', 'server', 'margaritas']","['manager', 'wait', 'food', 'waitress', 'menu']"
147414,198,ez3QHFQDCbdhzBtU58dbKg,"Restaurants, Middle Eastern, Kebab, Turkish",1689,5.720675247524752,Edessa Restaurant Kurdish Turkish Cuisine,36.0879321,-86.7306157,3802 Nolensville Pike,37211.0,"['food', 'service', 'staff', 'place', 'restaurant']","['lamb in the', 'reservation', 'mediterranean', 'appetizer platter', 'sauce']"
147616,13,iEqF0NwXMMdOC25Xz0orbg,"Mexican, Tacos, Cocktail Bars, Bars, Nightlife, Restaurants",1820,4.834330769230769,Taco Chela,36.1528834944,-86.8318590728,"3820 Charlotte Ave, Ste 140 B",37209.0,"['margaritas', 'food', 'fish', 'pork belly', 'tacos']","['staff', 'location', 'mimosas', 'brunch', 'plastic cutlery']"
147629,35,5kjTHnn86cELzmuaXkfY3g,"Pizza, Restaurants, Italian",274,2.534742857142857,Sbarro,36.1633324,-86.7764234,200 Commerce St,37201.0,"['location', 'kid', 'size', 'pasta', 'food']","['employees', 'place', 'pizza crust', 'breadsticks', 'sbarro']"
147664,77,NsmuVeQ0znxG2nq9T5uGug,"Sandwiches, Restaurants, Salad, Barbeque",992,4.886433333333334,Central BBQ,36.1630363,-86.790863,408 11th Ave N,37203.0,"['food', 'ribs', 'staff', 'place', 'sauce']","['shit', 'nachos', 'chips', 'baby back ribs', 'meat']"
147742,17,2N0ICJapuD-cDth0s_O9OQ,"Health Markets, Food, Specialty Food, Vegan, Juice Bars & Smoothies, Restaurants",133,4.1186823529411765,Fit Food Revolution - Green Hills,36.1060264,-86.8159803,"2105 Bandyood Dr, Ste A",37215.0,"['food', 'place', 'juices', 'smoothies', 'atmosphere']","['soup', 'lunch', 'service', 'product', 'portions']"
147759,15,nJ_u4qdGuwdilKHvtUok5Q,"Hot Dogs, Burgers, Restaurants, Fast Food",2000,2.749133333333333,Burger King,36.1080990897,-86.7432177319,2950 Nolensville Rd,37211.0,"['manager', 'james', 'food', 'burger', 'shake']","['place', 'lady', 'mayo', 'lettuce', 'coffee']"
147774,177,nTSXLSVKq1PhrcGFzjgiaw,"American (Traditional), Nightlife, German, Restaurants, Bars",2008,3.46203,Gerst Haus,36.1708706,-86.7683113,301 Woodland St,37213.0,"['food', 'beer', 'atmosphere', 'server', 'german food']","['restrooms', 'bread', 'waitress', 'gravy', 'wait staff']"
147954,23,Rc4PVsKyv5VuSKcqRvQrEA,"Pizza, Restaurants",1125,2.565934782608696,Roma Pizza & Pasta,36.1098618,-86.8109561,"3706 Hillsboro Pike, Ste B",37215.0,"['pizza', 'wings', 'delivery', 'meatball pizza', 'service']","['salad', 'breadsticks', 'broccoli', 'man', 'customer service']"
147977,13,ZCJtBGZ3uZlXSgKGUMVo-w,"Sandwiches, Fast Food, Restaurants",1421,0.7422384615384616,Subway,36.0866041654,-86.6928254735,317 Harding Pl,37211.0,"['chopped salad', 'sandwich', 'chips', 'woman', 'meat']","['turkey breast', 'employees', 'service', 'food', 'customer service']"
147990,194,vHgtIxUNujLbloMyOMLyEA,"Wine Bars, Breakfast & Brunch, Food, Argentine, Cocktail Bars, Restaurants, Beer, Wine & Spirits, Pubs, Modern European, Nightlife, Mediterranean, American (New), Bars, Tapas Bars",2302,4.603170646766169,Rumours East,36.177057,-86.748731,1112 Woodland St,37206.0,"['food', 'atmosphere', 'service', 'staff', 'place']","['prices', 'serving sizes', 'flavor', 'candle', 'waitress']"
148191,50,AHjwEsmD0zeK6ie-QtjXAA,"Restaurants, New Mexican Cuisine, Steakhouses, Latin American, Argentine",462,4.924666,Tres Gauchos,36.0841821564,-86.7301849669,3955 Nolensville Pike,37211.0,"['food', 'place', 'atmosphere', 'steak', 'ribeye']","['service', 'carne', 'oil', 'prices', 'picana portion']"
148241,62,aBJWHzk6jfAj4h92clH21g,"Restaurants, Bagels, Sandwiches, Breakfast & Brunch, Bakeries, Food, Coffee & Tea",1510,3.0552746031746034,Bruegger's Bagels,36.100923,-86.870387,5311 Harding Rd,37205.0,"['food', 'coffee', 'bagel', 'bagels', 'sandwiches']","['emoleyees', 'women', 'phone', 'service', 'place']"
148304,94,WKPu6-QSUp4VHVGPehbGSQ,"Japanese, Thai, Chinese, Asian Fusion, Sushi Bars, Restaurants",1308,3.256818947368421,LJ Asian Cuisine,36.141004709,-86.8823949742,"3736 Annex Ave, Ste 101",37209.0,"['food', 'sushi', 'staff', 'service', 'prices']","['kung pao chicken', 'table', 'spoon', 'management', 'servers']"
148399,8,mVsfGBtzgXhlfdpRv2FVvw,"Restaurants, Greek, Hookah Bars, Nightlife, Mediterranean, Bars",1973,2.990875,Jerusalem,36.1548065,-86.7978657,1805 Church St,37203.0,"['staff', 'lunch buffet', 'lunch', 'buffet', 'food']","['staff', 'lunch buffet', 'lunch', 'buffet', 'food']"
148407,66,Eflrt6oscSeO2H7Ge15clA,"Asian Fusion, Modern European, Tapas Bars, Restaurants, Breakfast & Brunch",637,4.142089855072464,Cha Chah,36.131742,-86.795893,2013 Belmont Blvd,37212.0,"['service', 'tapas', 'brunch', 'location', 'brusssel sprouts']","['dessert', 'menu', 'dinner', 'place', 'cocktails']"
148476,9,m2eHKE6wcmYhZysdyvbzsg,"Food Stands, Bakeries, Food Trucks, Food, Restaurants, Farmers Market",1955,5.717677777777777,Lovin' From the Oven,36.1782943,-86.7522834,975 Main St,37206.0,"['quiches', 'quiche', 'pastries', 'food', 'treats']","['spices', 'sticky buns', 'customer service', 'cinnamon rolls', 'cake']"
148485,103,Yh1c1N5B6due79hEZ4Jy3A,"Cocktail Bars, Gastropubs, Restaurants, Bars, Nightlife",1403,5.072655339805825,Bar Sovereign,36.1742326086,-86.7873648537,514 5th Ave S,37203.0,"['drinks', 'cocktails', 'bartenders', 'decor', 'bar']","['beers', 'scene', 'person', 'waiting', 'customer service']"
148588,6,dfABpANQiZQStEJ8XS5_EA,"Restaurants, Mexican",1647,3.99545,La Fiesta,36.1678138973,-86.7830657959,2015 Belmont Blvd,37212.0,"['location', 'patio', 'mexican food', 'chips', 'salsa']","['parking', 'food', 'service', 'taco plate', 'meal']"
148594,86,R5bdlFT5iNS9sm0Ow6iIpA,"American (Traditional), Restaurants, Breakfast & Brunch",1100,3.2690275862068963,Shoney's,36.1456268,-86.6674438,546 Donelson Pike,37214.0,"['service', 'staff', 'food', 'waiter', 'breakfast buffet']","['eggs', 'shoney', 'dessert', 'chairs', 'hostess']"
148681,25,wuLxBeWahgkQPv1E8GLYwg,"Restaurants, Bars, American (New), Nightlife",2390,4.3100760000000005,Music City Flats Stoneoven & Bar,36.1511732,-86.7841441,610 12th Ave S,37203.0,"['staff', 'atmosphere', 'place', 'dessert', 'wine specials']","['portions', 'price', 'service', 'steak', 'veggies']"
148706,50,jD4X5BpjoXgweqeCs64Ppw,"Salad, Cocktail Bars, Restaurants, American (New), Nightlife, Bars",1861,5.043311999999999,Flatiron,36.1491472,-86.798325,1929 Broadway,37203.0,"['food', 'service', 'staff', 'drinks', 'southwest salad']","['fried tomatoes', 'tofu tacos', 'fried oysters appetizer', 'crispy tortellini appetizer', 'food menu']"
148756,13,JgSOSivikoK_jn5l8KJ9Sw,"Restaurants, Steakhouses",829,3.4659857142857144,Outback Steakhouse,36.1415960835,-86.8178444472,3212 W End Ave,37203.0,"['food', 'porterhouse', 'seafood', 'filet', 'coconut shrimp']","['steak', 'cook staff', 'of mahi', 'salads', 'filets']"
148770,135,RddG_iqsIhcnBG8vLqc_-A,"Coffee & Tea, Desserts, Food, Gluten-Free, Shaved Ice, Restaurants, Ice Cream & Frozen Yogurt",1126,5.015822695035461,Hot & Cold,36.1365543,-86.800783,1804 21st Ave S,37212.0,"['ice cream', 'coffee', 'staff', 'place', 'atmosphere']","['wifi', 'cup', 'attitude', 'person serving', 'waiting']"
148911,54,hEv9nJEcdswcxmX503HSJw,"Restaurants, Sushi Bars, Thai, Bars, Nightlife, Cocktail Bars",1779,5.140527272727272,Bite a Bit,36.2047436,-86.7239347,1402 McGavock Pk,37216.0,"['food', 'sushi', 'place', 'vibe', 'staff']","['pad thai', 'pad kee mow', 'system', 'waiting', 'mussels']"
148966,113,5d6Re2uKakZvY-QPJgTvUQ,"Cafes, Food, Bakeries, Restaurants, Breakfast & Brunch",270,5.400245217391304,Shugga Hi Bakery and Cafe,36.1893671,-86.7732544,1000 Dickerson Pike,37207.0,"['food', 'staff', 'service', 'place', 'chicken']","['strawberry', 'grits', 'prices', 'detox water', 'red velvet donut']"
149081,8,clFbbzTwOm4k6loWZl0DGw,"Restaurants, Pubs, Nightlife, Bars, American (New)",1600,3.0353125,Benchmark Midtown,36.148231,-86.798874,204 21st Ave S,37212.0,"['bar food', 'beer selection', 'staff', 'server', 'lunch menu']","['server', 'lunch menu', 'decor', 'lighting', 'servers']"
149089,42,v3MpkPhTn13KoPCLsxCeuQ,"Mediterranean, Restaurants, Greek",2290,4.046889130434783,Kebab Gyros,36.194473,-86.804527,2288 Rosa L Parks Blvd,37228.0,"['food', 'lunch', 'staff', 'gyro', 'ingredients']","['hush puppies', 'line', 'pita', 'olive oil', 'employees']"
149135,203,Hb09xY41jKoQoCvt4JK0Xg,"Bars, American (Traditional), Nightlife, Breakfast & Brunch, Restaurants",761,4.648604784688995,Dino's,36.1811578,-86.7492784,411 Gallatin Ave,37206.0,"['food', 'burgers', 'burger', 'fries', 'place']","['wait staff', 'line', 'dining room', 'interior', 'service']"
149344,31,gN3VmmeNlcGTpuJfowWV9A,"Restaurants, Fast Food, Tacos, Mexican, Breakfast & Brunch, Tex-Mex",1750,2.4209129032258065,Taco Bell,36.10852,-86.76602,2615 Powell Ave,37204.0,"['taco bell', 'location', 'folks', 'tacos', 'service']","['kitchen', 'kids', 'customers', 'cheese sauce', 'wait time']"
149375,240,6jr6xW05PcKutwr5lbVVAg,"Bars, Nightlife, Restaurants, Seafood, Steakhouses, Wine Bars",313,4.768868525896415,Fleming’s Prime Steakhouse & Wine Bar,36.146076,-86.809204,"2525 W End Ave, Ste 220",37203.0,"['service', 'food', 'atmosphere', 'steak', 'dinner']","['seafood', 'cocktail sauce', 'sauce', 'bread', 'bearnaise sauce']"
149626,10,c6hWRqafQMueVq9WWBp0VA,"Mexican, Restaurants, Tacos, Breakfast & Brunch",1575,5.69749,Luna Llena Taqueria,36.16739,-86.77993,300 James Robertson Pkwy,37201.0,"['food', 'staff', 'place', 'portions', 'burrito bowl']","['pricing', 'service', 'breakfast burrito', 'potato casserole', 'breakfast']"
149636,5,e_rHcZom67eE8vepInkxXg,"Restaurants, Italian, Food Trucks, Food",1679,5.73678,A Little Italian,36.1482458,-86.7366082,,37210.0,"['chicken parm', 'arugula side salad', 'cannoli', 'meatballs', 'service']","['chicken parm', 'arugula side salad', 'cannoli', 'meatballs', 'service']"
149641,114,9I7VNu6_VclomWuINtIFaw,"Mexican, Restaurants, Latin American, Seafood",427,5.116770338983051,Las Americas,36.0673339,-86.7190216,"4715 Nolensville Pike, Ste A",37211.0,"['food', 'pupusas', 'tacos', 'service', 'prices']","['interior', 'seasoning', 'ketchup', 'seats', 'administration']"
149759,19,8yy8PtUdZv_3XxmmrLNhvw,"Food, Breakfast & Brunch, Restaurants, Burgers, Coffee & Tea",418,2.970478947368421,leaf n' brew,36.1559008,-86.7736471,319 Peabody St,37210.0,"['coffee', 'staff', 'taste', 'steak wrap', 'egg tacos']","['pastry case', 'chicken biscuit', 'fountain', 'space', 'service']"
149778,104,LNOE8rK5L6NgcM3A06JJew,"Food, Breweries, Beer Gardens, Restaurants, Pizza, Nightlife",898,4.934087037037037,Smith & Lentz Brewing,36.176528,-86.756662,903 Main St,37206.0,"['beer', 'pizza', 'atmosphere', 'staff', 'spot']","['taste', 'music', 'person', 'register', 'abv']"
149886,467,tLVnL8CqQYiMU6E_aayYog,"Restaurants, Nightlife, Vegetarian, Vegan, Bars, Juice Bars & Smoothies, Food, American (New), Cocktail Bars, Breakfast & Brunch, Beer, Wine & Spirits",2216,5.421479345603272,Graze Nashville,36.1824427,-86.7355811,1888 Eastland Ave,37206.0,"['food', 'staff', 'service', 'place', 'atmosphere']","['flavor of the turmeric', 'tap water', 'hot chicken tempeh', 'management', 'bacon']"
150375,61,0FIfHHrNbcc_hXbCjhU8HQ,"Food, Coffee & Tea, Sandwiches, Health & Medical, Hospitals, Restaurants",42,2.5542676923076924,Au Bon Pain,36.1426042282,-86.8017755985,"Vanderbilt Medical Ctr, Medical Ctr Dr, Ste 2010",37212.0,"['chicken avocado wrap', 'place', 'options', 'treats', 'campus']","['pastries', 'location', 'prices', 'sandwich', 'food']"
150440,225,f8WKIeT7HMAOedo54Nrd7Q,"Barbeque, Cocktail Bars, Bars, Nightlife, Restaurants, Southern",1698,4.806560944206009,Edley's Bar-B-Que - Sylvan Park,36.1410498619,-86.8404972553,4500 Murphy Rd,37209.0,"['food', 'atmosphere', 'brisket', 'place', 'banana pudding']","['crust', 'wait times', 'portions', 'line', 'collards']"
150673,23,mJk551wWLMMUx0CYoZ7uyQ,"Burgers, Food, Restaurants, Ice Cream & Frozen Yogurt, Shopping, Fashion, Sandwiches, Department Stores",1964,4.001145833333333,Fat Mo's,36.1693388,-86.6784856,2509 Lebanon Pike,37214.0,"['burgers', 'food', 'seasoned fries', 'place', 'burger']","['onion rings', 'cheese sticks', 'tenders', 'building', '"" burgers']"
150697,1278,w9grvGu-5bHNucOeReHzfA,"American (New), Restaurants, Nightlife, Bars, Cocktail Bars, Steakhouses, Southern, Seafood",2358,4.897955404383976,Urban Grub,36.1249635,-86.7891047,2506 12th Ave S,37204.0,"['food', 'service', 'atmosphere', 'shrimp', 'place']","['venison', 'management', 'waiter service', 'served', 'price']"
152020,35,31oc95cX9zQPHVvRMvSFCQ,"Chinese, Restaurants",165,3.8922,China Moon,36.0842504,-86.7291158,3979 Nolensville Pike,37211.0,"['crab rangoon', 'place', 'food', 'price', 'staff']","['driver', 'beef', 'onions', 'pork fried rice', 'shrimp fried rice']"
152058,111,jJSgDuY9sLzUfZ91_YSCog,"Restaurants, Thai, Noodles",1865,4.255448305084745,Thai Esane,36.157565314,-86.7914268112,1520 Division St,37203.0,"['service', 'food', 'thai food', 'staff', 'place']","['parking garage', 'spaghetti', 'crowd', 'parking', 'noodles']"
152176,6,1ByZRHC-Vg2Z9-QAxxbwcA,"Restaurants, Burgers, Sandwiches, Delis",83,4.993983333333333,Easy 8,36.1648669,-86.7785727,212 Printers Aly,37219.0,"['sandwich', 'wrap', 'spot', 'burgers', 'location']","['onions', 'bread', 'avocado', 'tortilla', 'lunch']"
152182,43,vpHso5Rw346lqdahJCzaow,"Salad, Restaurants, Vegetarian",2335,2.998672093023256,Chopt Creative Salad Co.,36.1078097117,-86.8158851982,"2126 Abbott Martin Rd, Space 2173",37215.0,"['food', 'salad', 'salads', 'greens', 'options']","['employee', 'service', 'avocado', 'tables', 'employees']"
152225,5,iJ9DmDernXO7x0WMw4MKfA,"Bakeries, Restaurants, Custom Cakes, Food",1824,4.15472,Darlene's Kakes,36.1057818,-86.8131938,"3900 Hillsboro Pike, Ste 2",37215.0,"['cake', 'cakes']","['cake', 'cakes']"
152230,19,6nILr9A6ZQJgQIt__j-vSA,"Restaurants, American (Traditional), Cocktail Bars, Nightlife, Bars, Breakfast & Brunch",318,4.481678947368421,Decker & Dyer,36.1554753,-86.7805884,807 Clark Pl,37203.0,"['service', 'food', 'breakfast', 'serving', 'waiter']","['prices', 'buttermilk pancakes', 'buffet breakfast', 'eggs', 'sausage']"
152249,10,beMGOiI-19QWcB0l5WnhEg,"Southern, Restaurants",1555,5.24741,Martha's At the Plantation,36.1049162,-86.8646954,5025 Harding Pike,37205.0,[],[]
152259,31,e7NPtfoNcTbL-ceQBsO0PQ,"Breakfast & Brunch, Sandwiches, Coffee & Tea, Food, Restaurants",1664,5.146867741935484,Three Corners Coffee,36.1644184,-86.8529587,5307 Centennial Blvd,37209.0,"['staff', 'coffee', 'atmosphere', 'coffee shop', 'place']","['ham', 'cheese', 'rolls', 'cream soda', 'food menu']"
152290,422,avivi8rQFEaR9iH_CZ1iBA,"American (New), Bars, Seafood, Nightlife, Restaurants",1541,4.984510440835267,Henrietta Red,36.17607,-86.7866964,1200 4th Ave N,37208.0,"['food', 'service', 'oysters', 'atmosphere', 'staff']","['manager ally', 'general manager', 'huevos rancheros entree', 'crab cake', 'portions']"
152721,5,-p70N-1fbYVz3NSffvd7UQ,"Food, Middle Eastern, Mediterranean, Restaurants, Grocery",29,3.7634,Al Sanabil Bakery & Market,36.115346,-86.71992,18 E Thompson Ln,37211.0,"['pita bread', 'gyros', 'french fries', 'fellows', 'service']","['service', 'restaurant', 'flat bread', 'prices', 'hot dressing']"
152726,17,u7heKYrYeSWF0HIMm9E2Jg,"Restaurants, Fast Food, Tex-Mex, Tacos, Mexican, Breakfast & Brunch",2253,3.399288235294118,Taco Bell,36.1394699762,-86.8806180422,6540 Charlotte Pike,37209.0,"['food', 'staff', 'taco', 'service', 'mexican meal']","['drink', 'lunch', 'wait', 'employees', 'waiting']"
152743,50,fgAhcqxGZHcC7RtXxYwFeQ,"Food, Sandwiches, American (Traditional), Donuts, Restaurants",1720,4.895909803921568,The Sub House,36.0809210785,-86.7584823444,4691 Trousdale Dr,37204.0,"['donuts', 'apple fritter', 'sandwiches', 'staff', 'sandwich']","['blueberry', 'owner', 'selection', 'kitchen', 'environment']"
152794,809,CTZEnTsW2JYN2NH1BCAaZw,"American (New), Restaurants, Nightlife, American (Traditional), Bars, Lounges",549,5.126668509615385,Darfons Restaurant & Lounge,36.1488631,-86.6649254,2810 Elm Hill Pike,37214.0,"['food', 'service', 'atmosphere', 'place', 'meal']","['lobby', 'steak oscar steak', 'receptionist', 'gravy', 'places']"
153626,149,VvItX6hHEPyOUIGyvrTQCw,"American (Traditional), Restaurants, Breakfast & Brunch",1294,5.442617105263158,Downtown Sporting Club,36.1604967,-86.777479,411 Broadway,37203.0,"['food', 'place', 'drinks', 'service', 'server']","['downstairs', 'wine selection', 'grill chicken sandwiches', 'menu', 'queso']"
153778,6,b7h2tE1o_SasFrHSJg4VsA,"Restaurants, Nightlife, American (New), Bars",1547,3.5487,Wylee's Cafe & Bar,36.1773038,-86.7458857,1313 Woodland St,37206.0,"['waitress', 'menu', 'place', 'people', 'cocktails']","['menu', 'place', 'people', 'cocktails', 'coffee']"
153784,55,ji_mV3tIdATJhU4i1t0nJQ,"Restaurants, Southern, Sandwiches, Salad, Chicken Shop",1881,4.620514285714286,Chicken Salad Chick,36.0793466752,-86.9477385727,"7614 Hwy 70S, Ste 606",37221.0,"['chicken salad', 'food', 'service', 'place', 'staff']","['scoop of chicken salad', 'music', 'mac and cheese', 'employees', 'lettuce']"
153840,83,pokS0UOGVKuILWtS1HNLBA,"Restaurants, American (Traditional), Sports Bars, Chicken Wings, Steakhouses, American (New), Bars, Nightlife, Burgers",2088,2.5039059523809524,Applebee's Grill + Bar,36.112401,-86.765567,718 Thompson Ln,37204.0,"['staff', 'drinks', 'applebee', 'food', 'service']","['bartender', 'applebees', 'salad', 'place', 'manager']"
153924,282,KvCmKEV_pL0qMmw3Q8Yagg,"Salad, Restaurants, Barbeque, Sandwiches",879,4.335822377622378,Bar-B-Cutie,36.1504218,-86.666106,501 Donelson Pike,37214.0,"['food', 'service', 'staff', 'bbq', 'place']","['lima beans', 'baked potato', 'french', 'nachos', 'chicken']"
154210,539,5DDPX5QQS43uACR1MiCVPA,"Beer Bar, Music Venues, Desserts, Nightlife, Bars, Arts & Entertainment, Restaurants, German, Food",256,4.265808122743683,Bavarian Bierhaus,36.2037825616,-86.6933882711,"121 Opry Mills Dr, Ste 315",37214.0,"['food', 'atmosphere', 'beer', 'service', 'staff']","['ruben', 'dumplings', 'pork', 'fries', 'meat']"
154764,64,MwFLVJ_f_ITjvZI6SRPAdw,"Indian, Restaurants, Pakistani",951,4.590556923076923,Swagruha Fine Indian Cuisine,36.170445,-86.788693,900 8th Ave N,37208.0,"['food', 'chicken curry', 'goat curry', 'dosa', 'butter chicken']","['chick peas', 'menu', 'fryums', 'vegetable samosa', 'sauce']"
154829,324,St_OHgYAn5czLy0naZwseA,"Food Delivery Services, Seafood, Buffets, Ethnic Food, Specialty Food, Vegetarian, Vegan, Restaurants, Food, Indian, Pakistani",1168,4.528009036144578,Sitar Indian Restaurant,36.1511997,-86.8015353,116 21st Ave N,37203.0,"['food', 'indian food', 'service', 'lunch buffet', 'buffet']","['treated', 'cockroach', 'waiters', 'customer service', 'prices']"
